Violation_ID,Violation_Type,Fine_Amount,Location,Date,Time,Vehicle_Type,Vehicle_Color,Vehicle_Model_Year,Driver_Age,Driver_Gender,Penalty_Points,Weather_Condition,Road_Condition,License_Validity,Number_of_Passengers,Helmet_Worn,Seatbelt_Worn,Traffic_Light_Status,Speed_Limit,Recorded_Speed,Alcohol_Level,Breathalyzer_Result,Towed,Fine_Paid,Payment_Method,Court_Appearance_Required,Comments,Violation_Type,Fine_Amount,Location,Date,Time
VLT100280,Over-speeding,-0.3727629,Gujarat,2023-10-25,05:32,Scooter,Yellow,-0.38655567,-0.38484493,Other,2.6247945,Cloudy,Potholes,Expired,-0.49021432,Yes,,Red,1.4192667,-0.70976007,-0.712151,Negative,No,Yes,Online,No,Repeat Offender,Overloading,0.049807888,West Bengal,2028-06-04,22:48
VLT103977,Over-speeding,-0.3727629,West Bengal,2033-12-08,16:57,Scooter,Silver,-0.38655567,-0.38484493,Other,-0.3809822,Clear,Wet,Valid,-0.49021432,,Yes,Green,-0.7045892,-0.70976007,-0.712151,Negative,No,No,Not Paid,No,Repeat Offender,Overloading,0.09339175,West Bengal,2028-06-04,22:48
VLT100603,Over-speeding,-0.3727629,Delhi,2024-09-12,22:28,Scooter,Grey,-0.38655567,-0.38484493,Other,2.6247945,Dust Storm,Wet,Expired,-0.49021432,Yes,Yes,Red,-0.7045892,-0.70976007,1.4041966,Positive,No,No,Card,No,Repeat Offender,Overloading,0.060162988,West Bengal,2028-06-04,22:48
VLT103678,Over-speeding,2.6826706,Delhi,2033-02-12,15:39,Scooter,Silver,-0.38655567,-0.38484493,Other,2.6247945,Cloudy,Under Construction,Suspended,-0.49021432,No,Yes,Green,1.4192667,-0.70976007,1.4041966,Positive,No,Yes,Online,Yes,Repeat Offender,Overloading,-0.012945116,West Bengal,2028-06-04,22:48
VLT101810,Over-speeding,-0.3727629,Karnataka,2028-01-02,19:21,Scooter,Silver,-0.38655567,-0.38484493,Other,-0.3809822,Foggy,Potholes,Suspended,2.0399241,,No,Red,1.4192667,-0.70976007,1.4041966,Positive,Yes,No,Cash,No,Repeat Offender,Overloading,0.060842376,West Bengal,2028-06-04,22:48
VLT102227,Over-speeding,2.6826706,Delhi,2029-02-22,16:03,Scooter,Black,-0.38655567,-0.38484493,Other,-0.3809822,Cloudy,Slippery,Valid,-0.49021432,No,No,Yellow,-0.7045892,-0.70976007,-0.712151,Negative,No,No,Card,Yes,Repeat Offender,Overloading,0.06174001,West Bengal,2028-06-04,22:48
VLT101417,No Seatbelt,-0.3727629,Delhi,2026-12-05,23:05,Scooter,Silver,-0.38655567,-0.38484493,Female,-0.3809822,Rainy,Dry,Suspended,-0.49021432,Yes,Yes,Yellow,-0.7045892,-0.70976007,1.4041966,Not Conducted,No,No,Cash,No,Repeat Offender,Overloading,0.09099056,West Bengal,2028-06-04,22:48
VLT101758,Over-speeding,-0.3727629,Delhi,2027-11-11,22:08,Scooter,Silver,-0.38655567,-0.38484493,Male,-0.3809822,Foggy,Wet,Suspended,-0.49021432,,No,Red,1.4192667,-0.70976007,1.4041966,Not Conducted,Yes,No,Not Paid,No,Repeat Offender,Overloading,0.09356561,West Bengal,2028-06-04,22:48
VLT103795,Over-speeding,2.6826706,Delhi,2033-06-09,12:24,Scooter,Black,-0.38655567,-0.38484493,Other,-0.3809822,Dust Storm,Slippery,Suspended,2.0399241,,No,Red,1.4192667,-0.70976007,1.4041966,Not Conducted,No,No,Cash,No,Repeat Offender,Overloading,0.0591613,West Bengal,2028-06-04,22:48
VLT101433,Over-speeding,-0.3727629,Gujarat,2026-12-21,14:29,Scooter,Green,-0.38655567,-0.38484493,Female,-0.3809822,Rainy,Under Construction,Expired,-0.49021432,No,Yes,Yellow,-0.7045892,1.4089267,-0.712151,Not Conducted,No,No,Card,No,Repeat Offender,Overloading,0.09796992,West Bengal,2028-06-04,22:48
VLT102262,Over-speeding,-0.3727629,Gujarat,2029-03-29,08:35,Scooter,Silver,-0.38655567,-0.38484493,Other,2.6247945,Foggy,Slippery,Suspended,2.0399241,No,Yes,Yellow,-0.7045892,1.4089267,-0.712151,Positive,Yes,No,Card,No,Repeat Offender,Overloading,0.07421687,West Bengal,2028-06-04,22:48
VLT101462,No Seatbelt,-0.3727629,Delhi,2027-01-19,09:29,Scooter,White,-0.38655567,-0.38484493,Other,2.6247945,Foggy,Potholes,Expired,-0.49021432,No,,Red,1.4192667,1.4089267,-0.712151,Not Conducted,No,No,Online,No,Repeat Offender,Overloading,0.05823232,West Bengal,2028-06-04,22:48
VLT101145,Over-speeding,-0.3727629,West Bengal,2026-03-08,05:47,Scooter,White,-0.38655567,-0.38484493,Male,-0.3809822,Cloudy,Wet,Expired,-0.49021432,No,No,Yellow,-0.7045892,-0.70976007,1.4041966,Positive,No,No,Cash,No,Repeat Offender,Overloading,0.056465518,West Bengal,2028-06-04,22:48
VLT101425,Over-speeding,-0.3727629,Maharashtra,2026-12-13,14:22,Scooter,White,-0.38655567,-0.38484493,Other,2.6247945,Dust Storm,Wet,Suspended,2.0399241,,Yes,Red,1.4192667,-0.70976007,1.4041966,Positive,No,Yes,Online,Yes,Repeat Offender,Overloading,0.07706751,West Bengal,2028-06-04,22:48
VLT101401,Over-speeding,-0.3727629,Gujarat,2026-11-19,09:15,Scooter,Grey,-0.38655567,-0.38484493,Female,-0.3809822,Rainy,Under Construction,Valid,-0.49021432,Yes,No,Red,-0.7045892,1.4089267,-0.712151,Not Conducted,No,No,Card,Yes,Repeat Offender,Overloading,0.07964818,West Bengal,2028-06-04,22:48
VLT100431,Over-speeding,-0.3727629,Gujarat,2024-03-24,15:52,Scooter,Yellow,-0.38655567,2.5984492,Other,-0.3809822,Cloudy,Wet,Suspended,2.0399241,,Yes,Red,1.4192667,-0.70976007,1.4041966,Positive,No,Yes,Online,No,Repeat Offender,Overloading,0.09923928,West Bengal,2028-06-04,22:48
VLT101771,Over-speeding,-0.3727629,Tamil Nadu,2027-11-24,00:00,Scooter,Red,-0.38655567,-0.38484493,Other,-0.3809822,Cloudy,Potholes,Suspended,-0.49021432,Yes,Yes,Red,-0.7045892,-0.70976007,1.4041966,Positive,Yes,Yes,Not Paid,Yes,Repeat Offender,Overloading,0.06609041,West Bengal,2028-06-04,22:48
VLT102336,Over-speeding,-0.3727629,Uttar Pradesh,2029-06-11,14:30,Scooter,White,-0.38655567,-0.38484493,Other,-0.3809822,Clear,Potholes,Suspended,2.0399241,No,No,Yellow,-0.7045892,-0.70976007,1.4041966,Not Conducted,No,No,Cash,No,Repeat Offender,Overloading,0.065559864,West Bengal,2028-06-04,22:48
VLT102819,Over-speeding,-0.3727629,Maharashtra,2030-10-07,05:39,Scooter,Grey,-0.38655567,-0.38484493,Other,-0.3809822,Cloudy,Potholes,Valid,-0.49021432,,Yes,Red,-0.7045892,1.4089267,-0.712151,Not Conducted,No,No,Cash,Yes,Repeat Offender,Overloading,0.055768784,West Bengal,2028-06-04,22:48
VLT102351,Over-speeding,-0.3727629,Delhi,2029-06-26,17:17,Scooter,Grey,-0.38655567,-0.38484493,Male,-0.3809822,Rainy,Under Construction,Valid,-0.49021432,,,Yellow,-0.7045892,-0.70976007,-0.712151,Negative,No,Yes,Online,Yes,Repeat Offender,Overloading,0.096181005,West Bengal,2028-06-04,22:48
VLT101080,Over-speeding,-0.3727629,Delhi,2026-01-02,13:32,Scooter,Silver,-0.38655567,-0.38484493,Other,-0.3809822,Cloudy,Slippery,Suspended,-0.49021432,,No,Green,1.4192667,-0.70976007,1.4041966,Positive,No,No,Cash,No,Repeat Offender,Overloading,0.07240819,West Bengal,2028-06-04,22:48
VLT101824,Over-speeding,2.6826706,Delhi,2028-01-16,00:21,Scooter,Red,-0.38655567,-0.38484493,Female,-0.3809822,Foggy,Slippery,Expired,-0.49021432,No,No,Green,1.4192667,-0.70976007,1.4041966,Not Conducted,No,Yes,Online,No,Repeat Offender,Overloading,0.08657166,West Bengal,2028-06-04,22:48
VLT102655,No Seatbelt,-0.3727629,Delhi,2030-04-26,14:21,Scooter,Silver,2.5869496,-0.38484493,Other,-0.3809822,Dust Storm,Slippery,Suspended,2.0399241,Yes,No,Yellow,-0.7045892,1.4089267,-0.712151,Not Conducted,Yes,Yes,Not Paid,No,Repeat Offender,Overloading,0.09184465,West Bengal,2028-06-04,22:48
VLT101865,Over-speeding,-0.3727629,Karnataka,2028-02-26,18:42,Scooter,Silver,-0.38655567,-0.38484493,Male,-0.3809822,Foggy,Slippery,Suspended,2.0399241,No,No,Red,1.4192667,-0.70976007,-0.712151,Negative,Yes,No,Card,Yes,Repeat Offender,Overloading,0.075667724,West Bengal,2028-06-04,22:48
VLT103486,Over-speeding,-0.3727629,Uttar Pradesh,2032-08-04,02:26,Scooter,White,-0.38655567,2.5984492,Other,-0.3809822,Foggy,Potholes,Suspended,-0.49021432,,Yes,Red,-0.7045892,-0.70976007,1.4041966,Not Conducted,No,No,Online,No,Repeat Offender,Overloading,0.066811964,West Bengal,2028-06-04,22:48
VLT102216,Over-speeding,-0.3727629,Tamil Nadu,2029-02-11,09:48,Scooter,Silver,-0.38655567,-0.38484493,Male,-0.3809822,Cloudy,Under Construction,Expired,-0.49021432,Yes,Yes,Red,-0.7045892,1.4089267,-0.712151,Positive,No,Yes,Online,Yes,Repeat Offender,Overloading,0.070582844,West Bengal,2028-06-04,22:48
VLT102157,Over-speeding,-0.3727629,Uttar Pradesh,2028-12-14,10:31,Scooter,Grey,-0.38655567,-0.38484493,Male,-0.3809822,Cloudy,Potholes,Suspended,-0.49021432,No,No,Yellow,-0.7045892,1.4089267,-0.712151,Positive,No,Yes,Not Paid,Yes,Repeat Offender,Overloading,0.08996581,West Bengal,2028-06-04,22:48
VLT102144,Over-speeding,-0.3727629,Uttar Pradesh,2028-12-01,00:23,Scooter,Red,-0.38655567,-0.38484493,Male,-0.3809822,Foggy,Dry,Suspended,-0.49021432,Yes,Yes,Green,1.4192667,-0.70976007,1.4041966,Positive,Yes,No,Not Paid,Yes,Repeat Offender,Overloading,0.063983485,West Bengal,2028-06-04,22:48
VLT103315,Over-speeding,-0.3727629,Gujarat,2032-02-15,01:45,Scooter,Grey,-0.38655567,-0.38484493,Other,2.6247945,Dust Storm,Wet,Expired,-0.49021432,,Yes,Red,-0.7045892,1.4089267,-0.712151,Positive,No,No,Cash,No,Repeat Offender,Overloading,0.08933602,West Bengal,2028-06-04,22:48
VLT102222,No Seatbelt,-0.3727629,Delhi,2029-02-17,02:57,Scooter,White,2.5869496,-0.38484493,Other,-0.3809822,Foggy,Under Construction,Valid,-0.49021432,No,Yes,Red,-0.7045892,-0.70976007,1.4041966,Not Conducted,Yes,Yes,Not Paid,No,Repeat Offender,Overloading,0.07952507,West Bengal,2028-06-04,22:48
VLT102871,Over-speeding,-0.3727629,West Bengal,2030-11-28,10:26,Scooter,Red,-0.38655567,-0.38484493,Male,-0.3809822,Foggy,Potholes,Suspended,-0.49021432,No,Yes,Yellow,-0.7045892,-0.70976007,1.4041966,Positive,No,No,Card,No,Repeat Offender,Overloading,0.06333069,West Bengal,2028-06-04,22:48
VLT100103,Over-speeding,2.6826706,Delhi,2023-05-01,09:32,Scooter,Grey,2.5869496,-0.38484493,Other,-0.3809822,Foggy,Potholes,Suspended,-0.49021432,Yes,Yes,Red,-0.7045892,-0.70976007,1.4041966,Not Conducted,No,Yes,Online,Yes,Repeat Offender,Overloading,0.051330492,West Bengal,2028-06-04,22:48
VLT103179,Over-speeding,-0.3727629,Maharashtra,2031-10-02,10:48,Scooter,Grey,-0.38655567,-0.38484493,Other,2.6247945,Cloudy,Wet,Valid,-0.49021432,No,Yes,Red,1.4192667,-0.70976007,1.4041966,Positive,No,No,Card,Yes,Repeat Offender,Overloading,0.061036773,Punjab,2028-06-04,00:47
VLT103462,Over-speeding,-0.3727629,Gujarat,2032-07-11,06:47,Scooter,Green,-0.38655567,-0.38484493,Male,-0.3809822,Rainy,Under Construction,Expired,-0.49021432,Yes,Yes,Green,-0.7045892,1.4089267,-0.712151,Not Conducted,Yes,Yes,Not Paid,No,Repeat Offender,Overloading,0.083376974,West Bengal,2028-06-04,22:48
VLT102954,Over-speeding,-0.3727629,West Bengal,2031-02-19,20:12,Scooter,Red,-0.38655567,-0.38484493,Other,-0.3809822,Dust Storm,Potholes,Suspended,2.0399241,Yes,Yes,Red,-0.7045892,1.4089267,-0.712151,Positive,Yes,No,Cash,No,Repeat Offender,Overloading,0.0848244,West Bengal,2028-06-04,22:48
VLT101861,Over-speeding,-0.3727629,Gujarat,2028-02-22,09:11,Scooter,Silver,2.5869496,-0.38484493,Other,-0.3809822,Foggy,Potholes,Suspended,-0.49021432,No,Yes,Yellow,-0.7045892,-0.70976007,1.4041966,Positive,Yes,No,Cash,No,Repeat Offender,Overloading,0.08737685,West Bengal,2028-06-04,22:48
VLT100999,No Seatbelt,-0.3727629,Delhi,2025-10-13,19:37,Scooter,Grey,-0.38655567,-0.38484493,Female,-0.3809822,Foggy,Slippery,Suspended,-0.49021432,Yes,,Yellow,-0.7045892,1.4089267,-0.712151,Not Conducted,No,Yes,Online,Yes,Repeat Offender,Overloading,0.056659333,West Bengal,2028-06-04,22:48
VLT102129,Over-speeding,-0.3727629,Uttar Pradesh,2028-11-16,18:27,Scooter,Red,-0.38655567,-0.38484493,Female,-0.3809822,Dust Storm,Slippery,Suspended,-0.49021432,No,Yes,Yellow,-0.7045892,1.4089267,-0.712151,Positive,Yes,Yes,Not Paid,No,Repeat Offender,Overloading,0.061164193,West Bengal,2028-06-04,22:48
VLT100462,Over-speeding,2.6826706,Delhi,2024-04-24,22:12,Scooter,Silver,-0.38655567,2.5984492,Other,-0.3809822,Dust Storm,Potholes,Valid,-0.49021432,Yes,No,Red,-0.7045892,-0.70976007,1.4041966,Positive,No,No,Card,Yes,Repeat Offender,Overloading,0.054180216,Delhi,2027-12-16,00:47
VLT101276,Over-speeding,-0.3727629,West Bengal,2026-07-17,19:49,Scooter,Red,-0.38655567,-0.38484493,Other,-0.3809822,Clear,Under Construction,Suspended,2.0399241,,No,Red,1.4192667,1.4089267,-0.712151,Not Conducted,Yes,No,Online,No,Repeat Offender,Overloading,0.060311638,West Bengal,2028-06-04,22:48
VLT103884,Over-speeding,-0.3727629,Karnataka,2033-09-06,07:49,Scooter,Green,2.5869496,-0.38484493,Other,-0.3809822,Cloudy,Wet,Valid,-0.49021432,Yes,Yes,Red,1.4192667,-0.70976007,-0.712151,Negative,Yes,Yes,Not Paid,No,Repeat Offender,Overloading,0.03617893,Delhi,2028-06-04,00:47
VLT103908,Over-speeding,2.6826706,Delhi,2033-09-30,20:40,Scooter,White,-0.38655567,-0.38484493,Other,-0.3809822,Rainy,Dry,Suspended,-0.49021432,,,Red,-0.7045892,-0.70976007,1.4041966,Not Conducted,No,No,Online,No,Repeat Offender,Overloading,0.076989084,West Bengal,2028-06-04,22:48
VLT102026,Over-speeding,-0.3727629,West Bengal,2028-08-05,15:51,Scooter,Red,-0.38655567,2.5984492,Other,-0.3809822,Dust Storm,Under Construction,Suspended,2.0399241,Yes,Yes,Red,-0.7045892,-0.70976007,1.4041966,Positive,No,No,Card,No,Repeat Offender,Overloading,0.058230232,West Bengal,2028-06-04,22:48
VLT102780,Over-speeding,-0.3727629,Tamil Nadu,2030-08-29,03:55,Scooter,Green,-0.38655567,2.5984492,Other,-0.3809822,Cloudy,Wet,Valid,-0.49021432,,Yes,Green,1.4192667,-0.70976007,-0.712151,Negative,No,No,Cash,No,Repeat Offender,Overloading,0.09102458,West Bengal,2028-06-04,22:48
VLT100870,Over-speeding,-0.3727629,Delhi,2025-06-06,17:39,Scooter,Silver,-0.38655567,2.5984492,Other,-0.3809822,Foggy,Dry,Suspended,-0.49021432,,Yes,Red,-0.7045892,1.4089267,-0.712151,Positive,Yes,No,Card,No,Repeat Offender,Overloading,0.07112858,West Bengal,2028-06-04,22:48
VLT101353,Over-speeding,2.6826706,Delhi,2026-10-02,03:57,Scooter,Red,2.5869496,-0.38484493,Other,-0.3809822,Cloudy,Potholes,Valid,-0.49021432,No,Yes,Yellow,-0.7045892,-0.70976007,1.4041966,Positive,Yes,No,Cash,No,Repeat Offender,Overloading,0.07859043,West Bengal,2028-06-04,22:48
VLT100149,No Seatbelt,-0.3727629,Delhi,2023-06-16,20:14,Scooter,Yellow,-0.38655567,-0.38484493,Female,-0.3809822,Dust Storm,Potholes,Suspended,-0.49021432,Yes,Yes,Green,-0.7045892,1.4089267,-0.712151,Not Conducted,Yes,No,Cash,No,Repeat Offender,Overloading,0.09111037,West Bengal,2028-06-04,22:48
VLT101108,No Seatbelt,-0.3727629,Delhi,2026-01-30,09:22,Scooter,White,2.5869496,-0.38484493,Other,-0.3809822,Cloudy,Wet,Suspended,-0.49021432,No,Yes,Green,-0.7045892,1.4089267,-0.712151,Positive,No,Yes,Online,No,Repeat Offender,Overloading,0.054574948,West Bengal,2028-06-04,22:48
VLT100361,Over-speeding,2.6826706,Delhi,2024-01-14,10:43,Scooter,Black,-0.38655567,-0.38484493,Other,-0.3809822,Rainy,Under Construction,Suspended,2.0399241,,,Red,-0.7045892,-0.70976007,1.4041966,Not Conducted,Yes,No,Not Paid,No,Repeat Offender,Overloading,0.076446354,West Bengal,2028-06-04,22:48
VLT100454,Over-speeding,-0.3727629,Tamil Nadu,2024-04-16,22:24,Scooter,Green,-0.38655567,-0.38484493,Other,-0.3809822,Cloudy,Wet,Suspended,2.0399241,,No,Green,-0.7045892,1.4089267,-0.712151,Positive,No,Yes,Online,No,Repeat Offender,Overloading,0.063505486,West Bengal,2028-06-04,22:48
VLT102572,Over-speeding,-0.3727629,Karnataka,2030-02-02,07:10,Scooter,Black,-0.38655567,-0.38484493,Other,-0.3809822,Cloudy,Under Construction,Suspended,-0.49021432,No,Yes,Yellow,-0.7045892,1.4089267,-0.712151,Positive,Yes,Yes,Not Paid,No,Repeat Offender,Overloading,0.05355354,Delhi,2028-06-04,22:48
VLT101071,Over-speeding,-0.3727629,Uttar Pradesh,2025-12-24,17:04,Scooter,Black,-0.38655567,-0.38484493,Other,-0.3809822,Cloudy,Potholes,Suspended,2.0399241,Yes,Yes,Red,-0.7045892,-0.70976007,1.4041966,Positive,No,Yes,Not Paid,No,Repeat Offender,Overloading,0.05628646,West Bengal,2028-06-04,22:48
VLT101395,Over-speeding,2.6826706,Delhi,2026-11-13,02:39,Scooter,Red,-0.38655567,-0.38484493,Other,2.6247945,Cloudy,Wet,Suspended,-0.49021432,Yes,Yes,Green,1.4192667,-0.70976007,1.4041966,Not Conducted,Yes,Yes,Online,No,Repeat Offender,Overloading,0.087608136,West Bengal,2028-06-04,22:48
VLT101619,Over-speeding,-0.3727629,Maharashtra,2027-06-25,21:14,Scooter,Silver,-0.38655567,2.5984492,Other,-0.3809822,Dust Storm,Wet,Suspended,-0.49021432,,No,Red,-0.7045892,-0.70976007,-0.712151,Negative,Yes,Yes,Not Paid,No,Repeat Offender,Overloading,0.068105884,West Bengal,2028-06-04,22:48
VLT101907,No Seatbelt,-0.3727629,Delhi,2028-04-08,14:08,Scooter,Yellow,-0.38655567,-0.38484493,Other,2.6247945,Cloudy,Dry,Suspended,-0.49021432,No,Yes,Red,-0.7045892,-0.70976007,-0.712151,Negative,Yes,No,Online,No,Repeat Offender,Overloading,0.073268816,West Bengal,2028-06-04,22:48
VLT101989,Over-speeding,-0.3727629,Gujarat,2028-06-29,18:54,Scooter,Silver,-0.38655567,-0.38484493,Other,-0.3809822,Clear,Under Construction,Suspended,-0.49021432,No,Yes,Green,1.4192667,-0.70976007,-0.712151,Negative,No,No,Cash,Yes,Repeat Offender,Overloading,0.05909517,West Bengal,2028-06-04,22:48
VLT102171,Over-speeding,2.6826706,Delhi,2028-12-28,12:01,Scooter,Yellow,-0.38655567,-0.38484493,Other,-0.3809822,Foggy,Potholes,Suspended,-0.49021432,No,,Red,1.4192667,-0.70976007,1.4041966,Not Conducted,No,No,Online,No,Repeat Offender,Overloading,0.07694198,West Bengal,2028-06-04,22:48
VLT102849,Over-speeding,-0.3727629,Uttar Pradesh,2030-11-06,06:42,Scooter,Red,-0.38655567,-0.38484493,Male,-0.3809822,Rainy,Under Construction,Expired,-0.49021432,,Yes,Red,-0.7045892,-0.70976007,-0.712151,Negative,Yes,No,Online,Yes,Repeat Offender,Overloading,0.050981447,Delhi,2028-06-04,22:48
VLT101180,Over-speeding,-0.3727629,Karnataka,2026-04-12,08:25,Scooter,Black,-0.38655567,-0.38484493,Other,-0.3809822,Rainy,Under Construction,Suspended,2.0399241,,Yes,Red,-0.7045892,-0.70976007,-0.712151,Negative,No,No,Cash,No,Repeat Offender,Overloading,0.047225248,West Bengal,2028-06-04,22:48
VLT100784,Over-speeding,2.6826706,Delhi,2025-03-12,20:51,Scooter,Black,-0.38655567,-0.38484493,Other,-0.3809822,Cloudy,Wet,Suspended,2.0399241,Yes,No,Yellow,-0.7045892,-0.70976007,-0.712151,Negative,Yes,Yes,Not Paid,Yes,Repeat Offender,Overloading,0.068267144,West Bengal,2028-06-04,22:48
VLT100712,Over-speeding,-0.3727629,Maharashtra,2024-12-30,19:20,Scooter,Yellow,-0.38655567,-0.38484493,Female,-0.3809822,Cloudy,Potholes,Expired,-0.49021432,,Yes,Red,1.4192667,1.4089267,-0.712151,Not Conducted,Yes,No,Not Paid,Yes,Repeat Offender,Overloading,0.07855278,West Bengal,2028-06-04,22:48
VLT100482,Over-speeding,-0.3727629,Maharashtra,2024-05-14,15:11,Scooter,Yellow,-0.38655567,-0.38484493,Other,-0.3809822,Clear,Under Construction,Expired,-0.49021432,,No,Green,1.4192667,-0.70976007,-0.712151,Negative,Yes,No,Card,No,Repeat Offender,Overloading,0.06425133,West Bengal,2028-06-04,22:48
VLT100626,Over-speeding,-0.3727629,Tamil Nadu,2024-10-05,22:25,Scooter,Green,-0.38655567,-0.38484493,Other,-0.3809822,Clear,Under Construction,Valid,-0.49021432,No,Yes,Red,1.4192667,1.4089267,-0.712151,Not Conducted,No,No,Cash,No,Repeat Offender,Overloading,0.067828104,West Bengal,2028-06-04,22:48
VLT101131,Over-speeding,-0.3727629,Tamil Nadu,2026-02-22,02:01,Scooter,White,-0.38655567,-0.38484493,Female,-0.3809822,Cloudy,Slippery,Valid,-0.49021432,No,Yes,Green,-0.7045892,1.4089267,-0.712151,Positive,Yes,No,Cash,No,Repeat Offender,Overloading,0.07343902,West Bengal,2028-06-04,22:48
VLT102374,Over-speeding,-0.3727629,Uttar Pradesh,2029-07-19,19:06,Scooter,Grey,-0.38655567,2.5984492,Other,-0.3809822,Rainy,Under Construction,Suspended,-0.49021432,,Yes,Red,-0.7045892,-0.70976007,1.4041966,Not Conducted,Yes,No,Cash,No,Repeat Offender,Overloading,0.08531615,West Bengal,2028-06-04,22:48
VLT102687,Over-speeding,-0.3727629,West Bengal,2030-05-28,20:52,Scooter,Yellow,-0.38655567,-0.38484493,Female,-0.3809822,Dust Storm,Under Construction,Valid,-0.49021432,Yes,Yes,Red,-0.7045892,-0.70976007,1.4041966,Not Conducted,No,No,Not Paid,Yes,Repeat Offender,Overloading,0.09757893,West Bengal,2028-06-04,22:48
VLT103674,No Seatbelt,-0.3727629,Delhi,2033-02-08,04:54,Scooter,Green,2.5869496,-0.38484493,Other,-0.3809822,Dust Storm,Potholes,Suspended,2.0399241,No,Yes,Red,1.4192667,1.4089267,-0.712151,Positive,Yes,No,Not Paid,No,Repeat Offender,Overloading,0.07775108,West Bengal,2028-06-04,22:48
VLT103062,No Seatbelt,-0.3727629,Delhi,2031-06-07,23:53,Scooter,Silver,-0.38655567,-0.38484493,Female,-0.3809822,Cloudy,Under Construction,Suspended,2.0399241,,Yes,Red,-0.7045892,-0.70976007,1.4041966,Positive,No,No,Online,No,Repeat Offender,Overloading,0.0670136,West Bengal,2028-06-04,22:48
VLT100814,Over-speeding,-0.3727629,Karnataka,2025-04-11,12:39,Scooter,Green,-0.38655567,-0.38484493,Other,-0.3809822,Clear,Wet,Suspended,-0.49021432,No,,Yellow,-0.7045892,1.4089267,-0.712151,Not Conducted,Yes,No,Not Paid,No,Repeat Offender,Overloading,0.09894332,West Bengal,2028-06-04,22:48
VLT101962,Over-speeding,-0.3727629,Delhi,2028-06-02,10:01,Scooter,White,-0.38655567,-0.38484493,Other,-0.3809822,Dust Storm,Potholes,Expired,-0.49021432,Yes,No,Green,1.4192667,-0.70976007,-0.712151,Negative,No,No,Card,No,Repeat Offender,Overloading,0.07704462,West Bengal,2028-06-04,22:48
VLT102843,Over-speeding,-0.3727629,Tamil Nadu,2030-10-31,13:26,Scooter,Red,-0.38655567,2.5984492,Other,-0.3809822,Rainy,Under Construction,Suspended,2.0399241,Yes,Yes,Red,1.4192667,-0.70976007,1.4041966,Not Conducted,Yes,Yes,Not Paid,Yes,Repeat Offender,Overloading,0.08867097,West Bengal,2028-06-04,22:48
VLT100514,Over-speeding,-0.3727629,West Bengal,2024-06-15,06:15,Scooter,Red,-0.38655567,-0.38484493,Other,-0.3809822,Foggy,Slippery,Valid,-0.49021432,,,Yellow,-0.7045892,1.4089267,-0.712151,Not Conducted,Yes,Yes,Not Paid,Yes,Repeat Offender,Overloading,0.067652896,West Bengal,2028-06-04,22:48
VLT103628,Over-speeding,2.6826706,Punjab,2032-12-24,07:32,Scooter,Yellow,-0.38655567,-0.38484493,Female,-0.3809822,Dust Storm,Slippery,Suspended,2.0399241,,Yes,Red,1.4192667,1.4089267,-0.712151,Not Conducted,Yes,No,Cash,No,Repeat Offender,Overloading,0.08995505,West Bengal,2028-06-04,22:48
VLT101823,Over-speeding,2.6826706,Delhi,2028-01-15,15:34,Scooter,Green,-0.38655567,-0.38484493,Other,-0.3809822,Foggy,Under Construction,Suspended,-0.49021432,Yes,Yes,Red,-0.7045892,-0.70976007,-0.712151,Negative,Yes,No,Not Paid,No,Repeat Offender,Overloading,0.081434146,West Bengal,2028-06-04,22:48
VLT100252,Over-speeding,-0.3727629,Karnataka,2023-09-27,22:04,Scooter,Silver,-0.38655567,-0.38484493,Other,2.6247945,Foggy,Under Construction,Suspended,-0.49021432,No,Yes,Red,-0.7045892,-0.70976007,-0.712151,Negative,Yes,Yes,Online,No,Repeat Offender,Overloading,0.0842471,West Bengal,2028-06-04,22:48
VLT103110,Over-speeding,-0.3727629,Gujarat,2031-07-25,12:48,Scooter,Red,2.5869496,-0.38484493,Other,-0.3809822,Dust Storm,Wet,Expired,-0.49021432,,No,Red,-0.7045892,1.4089267,-0.712151,Positive,No,Yes,Not Paid,No,Repeat Offender,Overloading,0.06531048,West Bengal,2028-06-04,22:48
VLT102032,Over-speeding,-0.3727629,West Bengal,2028-08-11,17:41,Scooter,Silver,-0.38655567,-0.38484493,Other,-0.3809822,Dust Storm,Wet,Suspended,2.0399241,No,No,Red,-0.7045892,-0.70976007,-0.712151,Negative,Yes,No,Card,No,Repeat Offender,Overloading,0.05463033,West Bengal,2028-06-04,22:48
VLT100951,Over-speeding,-0.3727629,Tamil Nadu,2025-08-26,09:06,Scooter,Black,-0.38655567,-0.38484493,Other,-0.3809822,Foggy,Wet,Expired,-0.49021432,,No,Red,1.4192667,-0.70976007,-0.712151,Negative,Yes,Yes,Not Paid,No,Repeat Offender,Overloading,0.08088502,West Bengal,2028-06-04,22:48
VLT103357,Over-speeding,-0.3727629,Gujarat,2032-03-28,00:36,Scooter,Black,-0.38655567,-0.38484493,Other,-0.3809822,Foggy,Wet,Valid,-0.49021432,,Yes,Green,1.4192667,-0.70976007,-0.712151,Negative,Yes,No,Cash,No,Repeat Offender,Overloading,0.084608495,West Bengal,2028-06-04,22:48
